 


  
  

NCAA Baseball
Division IBatting Average
Through Games 06/27/2017


"Rank","Name","G","W-L","AB","H","BA"
"94","William & Mary","57","32-25","1997","565","0.283"
"95","Clemson","63","42-21","2156","609","0.282"
"96","Jacksonville","60","36-24","2075","586","0.282"
"97","South Dakota St.","50","26-24","1728","488","0.282"
"98","Penn","45","23-22","1485","419","0.282"
"99","Jacksonville St.","56","30-26","1973","556","0.282"
"100","Michigan","59","42-17","2002","564","0.282"
"101","LIU","50","22-28","1634","460","0.282"
"102","Stanford","58","42-16","1972","554","0.281"
"103","Nebraska","58","35-22-1","2013","565","0.281"
"104","Georgetown","55","27-28","1899","533","0.281"
"105","SFA","57","29-28","1924","540","0.281"
"106","Central Conn. St.","58","36-22","1964","551","0.281"
"107","Richmond","53","17-36","1863","522","0.280"
"108","Vanderbilt","62","36-25-1","2141","599","0.280"
"109","Norfolk St.","48","26-22","1580","442","0.280"
"110","San Francisco","57","29-28","2031","568","0.280"
"111","FGCU","63","43-20","2126","594","0.279"
"112","Winthrop","58","34-24","1989","555","0.279"
"113","Eastern Ill.","56","21-35","1922","536","0.279"
"114","UCF","62","40-22","2125","591","0.278"
"115","Kansas St.","55","29-26","1864","518","0.278"
"116","Ga. Southern","59","38-21","2012","559","0.278"
"117","Marist","55","32-23","1824","506","0.277"
"118","Northern Colo.","54","24-30","1819","504","0.277"
"119","Virginia Tech","55","23-32","1928","534","0.277"
"120","A&M-Corpus Christi","54","22-32","1812","501","0.276"
"121","FIU","58","31-27","1928","533","0.276"
"122","UT Arlington","55","30-25","1916","529","0.276"
"123","Ohio","59","31-28","2075","572","0.276"
"124","Bryant","55","29-26","1851","510","0.276"
"125","Central Mich.","59","31-28","2000","551","0.276"
"126","Nevada","55","19-36","1873","516","0.275"
"127","NC State","61","36-25","2092","576","0.275"
"128","Davidson","61","35-26","2165","596","0.275"
"129","Belmont","60","31-29","2035","560","0.275"
"130","Cal Poly","56","28-28","1927","529","0.275"
"131","UC Irvine","56","23-33","1913","525","0.274"
"132","Maryland","61","38-23","2026","555","0.274"
"133","Gonzaga","53","33-20","1840","504","0.274"
"134","Auburn","63","37-26","2115","579","0.274"
"135","Canisius","57","35-22","1852","507","0.274"
"136","Missouri St.","63","43-20","2163","592","0.274"
"137","UTRGV","54","26-28","1798","492","0.274"
"138","Ball St.","58","30-28","1960","536","0.273"
"139","Milwaukee","54","22-32","1890","516","0.273"
"140","Xavier","61","34-27","2059","562","0.273"
"141","Hartford","50","20-30","1678","458","0.273"
"142","Presbyterian","61","32-29","2063","563","0.273"
"143","Houston Christian","54","29-25","1800","491","0.273"
"144","Valparaiso","53","24-29","1815","495","0.273"
"145","Southern California","55","21-34","1896","517","0.273"
"146","Texas A&M","64","41-23","2230","608","0.273"
"147","Rhode Island","53","31-22","1832","499","0.272"
"148","St. Bonaventure","48","26-22","1609","438","0.272"
"149","Col. of Charleston","59","28-31","2037","554","0.272"
"150","Wagner","50","22-28","1681","457","0.272"
"151","Washington St.","53","24-29","1774","482","0.272"
"152","Monmouth","48","20-28","1580","429","0.272"
"153","Rutgers","53","19-34","1804","489","0.271"
"154","Duke","58","30-28","1978","536","0.271"
"155","UC Santa Barbara","56","24-32","1872","507","0.271"
"156","UC Davis","51","21-30","1703","461","0.271"
"157","Florida St.","69","46-23","2317","627","0.271"
"158","Oklahoma","59","35-24","1937","524","0.271"
"159","Little Rock","55","21-34","1919","519","0.270"
"160","Indiana St.","55","29-26","1842","498","0.270"
"161","Arizona St.","55","23-32","1872","506","0.270"
"162","Gardner-Webb","55","25-30","1896","512","0.270"
"163","Utah Valley","54","18-36","1848","499","0.270"
"164","Stony Brook","52","26-26","1711","462","0.270"
"165","Long Beach St.","63","42-20-1","2108","569","0.270"
"166","Grambling","52","22-30","1671","451","0.270"
"167","Stetson","56","27-29","1905","514","0.270"
"168","Lafayette","52","8-44","1708","460","0.269"
"169","Maine","54","25-29","1790","482","0.269"
"170","Siena","50","20-28-2","1665","448","0.269"
"171","Seattle U","56","20-35-1","1850","497","0.269"
"172","TCU","68","50-18","2290","614","0.268"
"173","Bradley","51","20-31","1733","464","0.268"
"174","Manhattan","53","18-35","1705","456","0.267"
"175","Indiana","60","34-24-2","2091","559","0.267"
"176","Bucknell","49","21-28","1609","430","0.267"
"177","Charleston So.","51","22-29","1785","477","0.267"
"178","Cal St. Fullerton","63","39-24","2109","563","0.267"
"179","Troy","56","31-25","1911","510","0.267"
"180","UNCW","59","30-29","2001","534","0.267"
"181","Sacramento St.","61","32-29","2106","562","0.267"
"182","Nicholls","56","29-27","1829","488","0.267"
"183","Wichita St.","58","28-30","1979","528","0.267"
"184","Liberty","55","32-23","1894","505","0.267"
"185","Northeastern","54","29-25","1842","491","0.267"
"186","Harvard","42","19-23","1355","361","0.266"
"187","Tulane","58","27-31","1945","518","0.266"
"188","Lipscomb","56","28-28","1883","501","0.266"
"189","Louisiana","57","35-21-1","1936","515","0.266"
"190","Oklahoma St.","57","30-27","1927","512","0.266"
"191","Oakland","57","17-40","1974","524","0.265"
"192","Marshall","54","25-29","1831","486","0.265"
"193","Hawaii","51","28-23","1690","448","0.265"
"194","Campbell","57","25-32","1932","512","0.265"
"195","Memphis","59","30-29","2013","533","0.265"
"196","Brown","37","13-24","1176","311","0.264"
"197","Illinois","51","23-28","1780","470","0.264"
"198","Central Ark.","60","34-26","1980","522","0.264"
"199","Lehigh","50","21-29","1613","425","0.263"
"200","Niagara","48","24-24","1621","427","0.263"
"201","VMI","58","24-34","1996","525","0.263"
"202","Buffalo","51","17-34","1731","455","0.263"
"203","Alabama","54","19-34-1","1812","476","0.263"
"204","Prairie View","57","20-37","1868","490","0.262"
"205","Missouri","59","36-23","1993","522","0.262"
"206","Hofstra","51","14-37","1716","449","0.262"
"207","Southern Ill.","57","27-30","1933","505","0.261"
"208","CSUN","55","26-29","1835","479","0.261"
"209","Washington","54","28-26","1794","468","0.261"
"210","Longwood","53","19-34","1810","472","0.261"
"211","North Dakota St.","56","31-25","1815","473","0.261"
"212","NJIT","49","9-40","1678","437","0.260"
"213","Wright St.","59","38-21","1994","519","0.260"
"214","UAlbany","52","26-26","1700","442","0.260"
"215","High Point","53","30-23","1778","462","0.260"
"216","Ohio St.","56","22-34","1880","488","0.260"
"217","South Carolina","60","35-25","2019","524","0.260"
"218","Rider","53","24-28-1","1735","450","0.259"
"219","Fordham","51","27-24","1666","432","0.259"
"220","Iona","51","25-26","1625","421","0.259"
"221","UAB","55","24-31","1777","460","0.259"
"222","UC Riverside","54","22-32","1901","492","0.259"
"223","Western Ill.","50","18-32","1619","419","0.259"
"224","Florida","71","52-19","2338","605","0.259"
"225","San Jose St.","55","19-35-1","1828","473","0.259"
"226","Coppin St.","42","11-31","1343","347","0.258"
"227","Santa Clara","53","13-40","1802","465","0.258"
"228","Delaware St.","47","22-25","1504","388","0.258"
"229","Purdue","56","29-27","1853","478","0.258"
"230","UCLA","57","30-27","1904","491","0.258"
"231","Tennessee","52","27-25","1754","452","0.258"
"232","Holy Cross","53","24-29","1716","442","0.258"
"233","Georgia","57","25-32","1908","491","0.257"
"234","Oregon","55","30-25","1772","456","0.257"
"235","Seton Hall","53","29-24","1773","456","0.257"
"236","Youngstown St.","55","15-40","1882","484","0.257"
"237","ULM","55","12-43","1873","481","0.257"
"238","Northwestern","57","27-30","1881","483","0.257"
"239","Sacred Heart","59","23-36","1955","502","0.257"
"240","Purdue Fort Wayne","52","9-43","1734","445","0.257"
"241","UConn","58","33-25","1948","499","0.256"
"242","Miami (OH)","56","22-34","1855","475","0.256"
"243","Creighton","49","24-25","1604","410","0.256"
"244","Southeastern La.","59","37-22","1937","494","0.255"
"245","Army West Point","56","25-31","1804","460","0.255"
"246","Butler","51","31-20","1710","436","0.255"
"247","Texas Southern","54","20-34","1840","469","0.255"
"248","Radford","59","27-32","2006","511","0.255"
"249","Eastern Mich.","62","27-35","2098","534","0.255"
"250","Illinois St.","56","16-40","1933","492","0.255"
"251","Western Ky.","55","16-39","1852","471","0.254"
"252","Saint Joseph's","46","21-25","1586","403","0.254"
"253","Arkansas St.","55","28-27","1792","455","0.254"
"254","Elon","56","24-32","1850","469","0.254"
"255","Boston College","53","25-28","1708","432","0.253"
"256","Ole Miss","57","32-25","1843","466","0.253"
"257","Savannah St.","51","12-39","1670","422","0.253"
"258","Pacific","53","18-35","1765","446","0.253"
"259","Kansas","58","30-28","1875","473","0.252"
"260","Southern U.","44","17-27","1404","354","0.252"
"261","Alcorn","45","12-33","1497","377","0.252"
"262","Quinnipiac","50","18-32","1672","421","0.252"
"263","Texas","63","39-24","2018","508","0.252"
"264","Cincinnati","58","28-30","1905","478","0.251"
"265","Chicago St.","52","11-41","1744","436","0.250"
"266","Notre Dame","58","26-32","1897","474","0.250"
"267","George Mason","59","26-33","1995","497","0.249"
"268","Georgia St.","55","22-33","1794","446","0.249"
"269","Evansville","57","18-39","1952","485","0.248"
"270","Toledo","58","17-41","1985","492","0.248"
"271","NIU","55","17-38","1844","457","0.248"
"272","Ark.-Pine Bluff","46","15-31","1540","381","0.247"
"273","Princeton","41","12-28-1","1325","327","0.247"
"274","UMES","52","12-40","1678","414","0.247"
"275","Pepperdine","52","20-32","1839","453","0.246"
"276","Pittsburgh","53","23-30","1725","423","0.245"
"277","App State","55","19-36","1829","448","0.245"
"278","Omaha","52","12-40","1661","406","0.244"
"279","Dayton","55","20-35","1830","447","0.244"
"280","Towson","54","20-34","1815","443","0.244"
"281","Bowling Green","49","15-34","1666","404","0.242"
"282","Northwestern St.","54","20-34","1755","425","0.242"
"283","Mount St. Mary's","47","8-39","1524","369","0.242"
"284","Massachusetts","47","15-32","1543","372","0.241"
"285","Saint Peter's","38","0-38","1185","285","0.241"
"286","The Citadel","51","16-35","1696","402","0.237"
"287","Alabama A&M","57","12-45","1851","434","0.234"
"288","Penn St.","55","18-37","1805","423","0.234"
"289","Miami (FL)","58","31-27","1857","429","0.231"
"290","La Salle","51","10-41","1688","386","0.229"
"291","Portland","52","10-41-1","1729","392","0.227"
"292","Villanova","47","14-33","1541","343","0.223"
"293","UNC Asheville","57","25-32","1880","417","0.222"
"294","Mississippi Val.","41","7-34","1333","293","0.220"
"295","New York Tech","42","5-36-1","1274","271","0.213"
Reclassifying
"NR","Grand Canyon","54","29-25","1875","550","0.293"
"NR","UIW","56","20-36","1911","530","0.277"
"NR","Abilene Christian","56","13-43","1915","523","0.273"
"NR","UMass Lowell","48","22-26","1550","394","0.254"

NCAA Baseball
Division IScoring
Through Games 06/27/2017


"Rank","Name","G","W-L","R","PG"
"1","Morehead St.","59","36-23","525","8.9"
"2","Air Force","53","27-26","465","8.8"
"3","New Mexico","58","30-27-1","497","8.6"
"4","Southern Miss.","66","50-16","544","8.2"
"5","Tennessee Tech","62","41-21","504","8.1"
"6","BYU","59","38-21","477","8.1"
"7","South Alabama","61","40-21","488","8.0"
"8","New Mexico St.","57","35-22","453","7.9"
"9","Jackson St.","56","38-17-1","440","7.9"
"10","Virginia","59","43-16","459","7.8"
"11","Murray St.","59","29-30","456","7.7"
"12","Arizona","59","38-21","453","7.7"
"13","Wake Forest","63","43-20","481","7.6"
"14","Fresno St.","60","35-25","455","7.6"
"15","Louisiana Tech","56","36-20","418","7.5"
"16","Delaware","57","34-23","422","7.4"
"17","St. John's (NY)","55","42-13","406","7.4"
"18","DBU","63","42-21","464","7.4"
"19","Kentucky","66","43-23","484","7.3"
"20","UNC Greensboro","60","36-24","438","7.3"
"21","Florida St.","69","46-23","502","7.3"
"22","Mercer","56","39-17","405","7.2"
"23","ETSU","59","30-29","426","7.2"
"24","McNeese","57","37-20","410","7.2"
"25","Louisville","65","53-12","464","7.1"
"26","Texas Tech","62","45-17","442","7.1"
"27","North Carolina","63","49-14","449","7.1"
"28","Southeast Mo. St.","55","29-26","388","7.1"
"29","Liberty","55","32-23","386","7.0"
"30","Wofford","58","28-30","406","7.0"
"31","Fla. Atlantic","57","35-21-1","397","7.0"
"32","Eastern Ky.","56","24-32","386","6.9"
"33","Missouri St.","63","43-20","433","6.9"
"34","Old Dominion","58","37-21","398","6.9"
"35","Yale","52","34-18","356","6.8"
"36","Oral Roberts","59","43-16","402","6.8"
"37","Navy","54","37-17","366","6.8"
"38","Austin Peay","58","28-30","391","6.7"
"39","Alabama St.","56","31-25","377","6.7"
"40","Furman","61","33-28","410","6.7"
"41","Western Caro.","56","28-28","376","6.7"
"42","Eastern Ill.","56","21-35","375","6.7"
"43","LSU","72","52-20","482","6.7"
"44","San Diego St.","63","42-21","421","6.7"
"45","James Madison","51","24-27","339","6.6"
"46","SIUE","52","23-29","345","6.6"
"47","TCU","68","50-18","451","6.6"
"48","Charlotte","58","34-24","384","6.6"
"49","Coastal Carolina","57","37-19-1","377","6.6"
"50","Sam Houston","67","44-23","443","6.6"
"51","Middle Tenn.","55","24-31","363","6.6"
"52","Vanderbilt","62","36-25-1","409","6.6"
"53","Arkansas","64","45-19","422","6.6"
"54","Southeastern La.","59","37-22","389","6.6"
"55","UTSA","57","29-28","374","6.6"
"56","Texas St.","59","29-30","386","6.5"
"57","Michigan","59","42-17","385","6.5"
"58","Virginia Tech","55","23-32","356","6.5"
"59","Michigan St.","52","29-23","335","6.4"
"60","Georgia Tech","55","27-28","354","6.4"
"61","Houston","63","42-21","403","6.4"
"62","Lamar University","58","33-25","370","6.4"
"63","N.C. Central","50","22-28","314","6.3"
"64","FIU","58","31-27","364","6.3"
"65","CSU Bakersfield","56","32-24","351","6.3"
"66","UCF","62","40-22","388","6.3"
"67","Grambling","52","22-30","325","6.3"
"68","Saint Louis","57","35-22","356","6.2"
"69","Columbia","41","18-23","256","6.2"
"70","Saint Mary's (CA)","57","37-20","354","6.2"
"71","Northern Ky.","58","25-33","360","6.2"
"72","LIU","50","22-28","309","6.2"
"73","Florida A&M","53","27-26","327","6.2"
"74","Iowa","61","39-22","376","6.2"
"75","Duke","58","30-28","357","6.2"
"76","Kansas St.","55","29-26","338","6.1"
"77","Clemson","63","42-21","387","6.1"
"78","Campbell","57","25-32","350","6.1"
"79","Central Mich.","59","31-28","362","6.1"
"","Oklahoma","59","35-24","362","6.1"
"81","FDU","46","12-34","282","6.1"
"82","San Diego","54","35-18-1","331","6.1"
"83","Davidson","61","35-26","373","6.1"
"","Bethune-Cookman","61","36-25","373","6.1"
"","Maryland","61","38-23","373","6.1"
"86","FGCU","63","43-20","385","6.1"
"87","New Orleans","59","30-28-1","360","6.1"
"88","Utah","51","27-24","311","6.1"
"89","UT Martin","55","25-30","335","6.1"
"90","Texas A&M","64","41-23","389","6.1"
"91","N.C. A&T","53","28-25","322","6.1"
"92","UIC","56","39-17","339","6.1"
"93","William & Mary","57","32-25","345","6.1"
"94","NC State","61","36-25","369","6.0"
"95","Baylor","57","34-23","344","6.0"
"96","Central Ark.","60","34-26","362","6.0"
"97","Monmouth","48","20-28","289","6.0"
"98","Western Mich.","53","24-29","319","6.0"
"99","Marist","55","32-23","331","6.0"
"","Arkansas St.","55","28-27","331","6.0"
"101","Oregon St.","62","56-6","373","6.0"
"102","UNCW","59","30-29","353","6.0"
"103","North Florida","57","33-24","341","6.0"
"104","Rice","64","33-31","382","6.0"
"105","West Virginia","62","36-26","370","6.0"
"106","Xavier","61","34-27","364","6.0"
"107","East Carolina","60","32-28","358","6.0"
"","Belmont","60","31-29","358","6.0"
"109","SFA","57","29-28","340","6.0"
"110","Kent St.","55","37-18","328","6.0"
"111","Ga. Southern","59","38-21","351","5.9"
"112","Jacksonville St.","56","30-26","333","5.9"
"113","Kennesaw St.","57","25-32","338","5.9"
"114","Ball St.","58","30-28","342","5.9"
"115","Bryant","55","29-26","324","5.9"
"116","Binghamton","43","30-13","253","5.9"
"117","Missouri","59","36-23","347","5.9"
"","Samford","59","33-26","347","5.9"
"119","Central Conn. St.","58","36-22","341","5.9"
"120","LMU (CA)","56","38-18","329","5.9"
"121","Indiana St.","55","29-26","323","5.9"
"122","Georgetown","55","27-28","322","5.9"
"123","Minnesota","57","36-21","333","5.8"
"124","Lipscomb","56","28-28","327","5.8"
"125","Memphis","59","30-29","344","5.8"
"126","Oklahoma St.","57","30-27","332","5.8"
"127","Fairfield","55","31-24","320","5.8"
"128","Nebraska","58","35-22-1","336","5.8"
"129","Cornell","38","21-17","220","5.8"
"130","South Fla.","61","42-19","353","5.8"
"131","UNLV","56","20-36","324","5.8"
"132","VCU","57","35-22","329","5.8"
"133","Col. of Charleston","59","28-31","340","5.8"
"134","Auburn","63","37-26","363","5.8"
"135","Indiana","60","34-24-2","345","5.8"
"","Stony Brook","52","26-26","299","5.8"
"137","Wright St.","59","38-21","339","5.7"
"138","UTRGV","54","26-28","310","5.7"
"139","Hartford","50","20-30","287","5.7"
"140","San Francisco","57","29-28","327","5.7"
"141","Niagara","48","24-24","275","5.7"
"142","Illinois","51","23-28","292","5.7"
"143","Northeastern","54","29-25","309","5.7"
"144","Lehigh","50","21-29","283","5.7"
"","Wagner","50","22-28","283","5.7"
"146","Canisius","57","35-22","322","5.6"
"147","Bradley","51","20-31","288","5.6"
"148","Stanford","58","42-16","327","5.6"
"","VMI","58","24-34","327","5.6"
"150","Marshall","54","25-29","304","5.6"
"151","Oakland","57","17-40","320","5.6"
"152","Mississippi St.","67","40-27","373","5.6"
"153","Rutgers","53","19-34","295","5.6"
"154","Ohio","59","31-28","328","5.6"
"155","Dartmouth","40","22-17-1","222","5.6"
"156","Harvard","42","19-23","233","5.5"
"157","UMBC","48","23-25","266","5.5"
"158","Jacksonville","60","36-24","332","5.5"
"159","USC Upstate","55","24-31","304","5.5"
"160","Norfolk St.","48","26-22","265","5.5"
"161","South Dakota St.","50","26-24","276","5.5"
"162","Troy","56","31-25","309","5.5"
"163","A&M-Corpus Christi","54","22-32","297","5.5"
"164","Army West Point","56","25-31","307","5.5"
"165","Valparaiso","53","24-29","290","5.5"
"166","Gardner-Webb","55","25-30","300","5.5"
"","Little Rock","55","21-34","300","5.5"
"168","Wichita St.","58","28-30","316","5.4"
"","Winthrop","58","34-24","316","5.4"
"170","Cal St. Fullerton","63","39-24","343","5.4"
"171","Purdue","56","29-27","304","5.4"
"172","UT Arlington","55","30-25","298","5.4"
"173","Sacramento St.","61","32-29","330","5.4"
"174","Radford","59","27-32","319","5.4"
"175","Tulane","58","27-31","313","5.4"
"176","Gonzaga","53","33-20","285","5.4"
"177","Southern U.","44","17-27","236","5.4"
"178","Rhode Island","53","31-22","284","5.4"
"179","Eastern Mich.","62","27-35","332","5.4"
"180","Florida","71","52-19","380","5.4"
"181","Dayton","55","20-35","294","5.3"
"182","Seattle U","56","20-35-1","298","5.3"
"183","Louisiana","57","35-21-1","302","5.3"
"184","Presbyterian","61","32-29","323","5.3"
"185","UC Santa Barbara","56","24-32","296","5.3"
"186","Ark.-Pine Bluff","46","15-31","243","5.3"
"187","Southern Ill.","57","27-30","301","5.3"
"188","Sacred Heart","59","23-36","311","5.3"
"189","Holy Cross","53","24-29","279","5.3"
"190","Northern Colo.","54","24-30","284","5.3"
"191","George Mason","59","26-33","310","5.3"
"192","Illinois St.","56","16-40","293","5.2"
"193","Milwaukee","54","22-32","282","5.2"
"194","UC Irvine","56","23-33","292","5.2"
"195","High Point","53","30-23","276","5.2"
"196","UAlbany","52","26-26","270","5.2"
"197","Alabama","54","19-34-1","280","5.2"
"198","St. Bonaventure","48","26-22","248","5.2"
"199","Northwestern","57","27-30","294","5.2"
"","UCLA","57","30-27","294","5.2"
"201","George Washington","58","31-27","299","5.2"
"202","Charleston So.","51","22-29","261","5.1"
"203","Texas Southern","54","20-34","276","5.1"
"204","Iona","51","25-26","260","5.1"
"205","Texas","63","39-24","321","5.1"
"206","California","54","25-29","275","5.1"
"207","South Carolina","60","35-25","305","5.1"
"208","Siena","50","20-28-2","254","5.1"
"209","CSUN","55","26-29","279","5.1"
"210","Ohio St.","56","22-34","284","5.1"
"211","Delaware St.","47","22-25","238","5.1"
"212","Buffalo","51","17-34","258","5.1"
"213","Pittsburgh","53","23-30","268","5.1"
"","Richmond","53","17-36","268","5.1"
"215","Kansas","58","30-28","293","5.1"
"216","Northwestern St.","54","20-34","272","5.0"
"217","Arizona St.","55","23-32","277","5.0"
"218","Coppin St.","42","11-31","211","5.0"
"219","Butler","51","31-20","256","5.0"
"220","Rider","53","24-28-1","266","5.0"
"221","Washington","54","28-26","270","5.0"
"","Cincinnati","58","28-30","290","5.0"
"223","Elon","56","24-32","279","5.0"
"224","Long Beach St.","63","42-20-1","312","5.0"
"225","UConn","58","33-25","287","4.9"
"226","Southern California","55","21-34","272","4.9"
"227","Maine","54","25-29","266","4.9"
"228","Tennessee","52","27-25","256","4.9"
"229","Houston Christian","54","29-25","265","4.9"
"","UC Riverside","54","22-32","265","4.9"
"231","Seton Hall","53","29-24","260","4.9"
"232","UC Davis","51","21-30","250","4.9"
"233","Evansville","57","18-39","279","4.9"
"234","Washington St.","53","24-29","259","4.9"
"235","Hawaii","51","28-23","249","4.9"
"236","Stetson","56","27-29","273","4.9"
"237","Towson","54","20-34","262","4.9"
"238","Saint Joseph's","46","21-25","223","4.8"
"239","Western Ill.","50","18-32","242","4.8"
"240","Bucknell","49","21-28","237","4.8"
"241","Longwood","53","19-34","256","4.8"
"242","Savannah St.","51","12-39","246","4.8"
"243","Penn","45","23-22","216","4.8"
"","Nevada","55","19-36","264","4.8"
"245","Toledo","58","17-41","278","4.8"
"246","Cal Poly","56","28-28","268","4.8"
"247","Pacific","53","18-35","253","4.8"
"248","Ole Miss","57","32-25","272","4.8"
"249","Lafayette","52","8-44","248","4.8"
"250","Youngstown St.","55","15-40","262","4.8"
"251","Boston College","53","25-28","248","4.7"
"252","UAB","55","24-31","257","4.7"
"253","Nicholls","56","29-27","260","4.6"
"254","Western Ky.","55","16-39","255","4.6"
"255","NJIT","49","9-40","227","4.6"
"256","Miami (FL)","58","31-27","268","4.6"
"257","Quinnipiac","50","18-32","231","4.6"
"258","Prairie View","57","20-37","263","4.6"
"259","San Jose St.","55","19-35-1","253","4.6"
"260","Utah Valley","54","18-36","248","4.6"
"261","UNC Asheville","57","25-32","261","4.6"
"262","Mount St. Mary's","47","8-39","215","4.6"
"263","North Dakota St.","56","31-25","256","4.6"
"264","Miami (OH)","56","22-34","255","4.6"
"265","Georgia St.","55","22-33","249","4.5"
"266","Georgia","57","25-32","257","4.5"
"267","Oregon","55","30-25","247","4.5"
"268","Santa Clara","53","13-40","238","4.5"
"269","Hofstra","51","14-37","229","4.5"
"270","Bowling Green","49","15-34","220","4.5"
"271","NIU","55","17-38","245","4.5"
"272","Alcorn","45","12-33","200","4.4"
"273","Notre Dame","58","26-32","255","4.4"
"274","Manhattan","53","18-35","233","4.4"
"275","App State","55","19-36","241","4.4"
"276","Fordham","51","27-24","222","4.4"
"277","Pepperdine","52","20-32","224","4.3"
"278","The Citadel","51","16-35","219","4.3"
"279","Creighton","49","24-25","209","4.3"
