,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OBP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Conference,Rating,ELO_Rank,expected_wins,Wins,Losses,avg_expected_wins,total_expected_wins,rem_avg_expected_wins,rem_total_expected_wins,RPI,KPI_Score,Norm_RPI,wins_above_expected,SOR,RemSOS,SOS,bubble_expected_wins,bubble_total_expected_wins,wins_above_bubble,Prelim_WAB,KPI,Prelim_AVG,final_bubble_expected_wins,final_bubble_total_expected_wins,WAB,AVG,Resume,resume_quality,RQI,Norm_Rating,Norm_RQI,Norm_SOS,NET_Score,NET,combined_rank,Norm_Resume,aRQI,Q1,Q2,Q3,Q4,Rating Rank,PRR,win_percentage,completed_games,wpoe_pct,WPOE,Remaining_Wins,Games_Remaining,Remaining_Losses,Remaining_RQ,Projected_Wins,Projected_Losses,Projected_Record,Projected_RQ,Projected_Norm_RQI,Projected_NET_Score,Projected_NET,pNET_Score,pRating,pResume_Quality,pPYTHAG,poWAR_z,pOPS,pBA,pRPG,ppWAR_z,pKP9,pWHIP,pERA,pwOBA,pwRAA,pfWAR,pISO,pwRC+,pBB%,pBABIP,pRA9,pFIP,pLOB%,pK/BB
10,Florida St.,60,2001,547,0.273,9.116666666666667,33.35,0.2733633183408296,330,5.5,543.0,186,3.08,217,1629,713,72,0.97,11.883333333333333,1.2,6.55,393,759,0.379,7.2,3.02,1.22,0.391,0.77,0.748,0.3360318091451292,154.1440303164984,1.37103138756013,1.14381007421754,2.51484146177767,0.1059470264867566,147.82787405158095,0.1312127236580517,0.255017131669114,3.596685082872928,-0.0258138649314904,0.7081038235832713,2.37,ACC,4.06,14,41.028599999999976,43,17,0.34955833333333336,20.9735,10.0,0,10,0.835890555898535,97.01006711409396,22.03,11,1,22,0.6087350000000001,36.52410000000001,6.75,12,6,9.7,0.6040883333333334,36.24530000000001,12,9.7,8,-0.013482608695652196,19,0.9418483904465215,0.9440975596286122,0.8646820905255228,0.9319675344082516,11,14,0.9308751208211572,10,11-12,5-2,15-3,12-0,14,14,0.7166666666666667,60.0,0.03285666666666709,67.0,0.0,,0.0,,43.0,17.0,43-17,,,0.45892588317418215,9,96,95,96,95,90,85,58,93,88,78,91,87,90,90,93,72,90,99,51,89,86,89,86
11,Cal Poly,59,2027,601,0.296,10.186440677966102,34.355932203389834,0.2964972866304884,223,3.7796610169491527,525.0,177,3.03,203,1575,583,51,0.977,9.88135593220339,0.864406779661017,5.932203389830509,350,815,0.402,8.4,3.31,1.23,0.378,0.78,0.73,0.3359530791788856,145.8431973803834,1.297199773874287,1.0173819897920795,2.3145817636663666,0.1055747409965466,147.6788875922229,0.0934227063259321,0.2808551992225461,3.48,-0.1868253584384177,0.7221755375810838,2.53,Big West,4.33,7,44.68840000000003,47,12,0.43668135593220336,25.7642,10.0,0,16,0.7353584170550934,95.01677852348993,21.24,13,1,92,0.6752016949152542,39.83689999999999,7.4,10,14,12.3,0.6711135593220338,39.595699999999994,10,12.3,13,0.003433775485138804,14,0.9698857736240915,0.9632828331870682,0.6917731030523953,0.9232349261247385,12,7,0.9180772726976616,13,5-7,15-4,11-0,16-1,8,8,0.7966101694915254,59.0,0.039179661016948586,59.0,0.0,,0.0,,47.0,12.0,47-12,,,0.44058046359527864,16,95,96,97,94,89,88,92,86,84,97,90,89,90,89,91,71,90,63,94,92,95,92,91
12,Houston,66,2179,606,0.278,9.181818181818182,33.01515151515152,0.2781092244148692,292,4.424242424242424,589.0,154,2.35,187,1767,658,71,0.972,9.969696969696969,1.0757575757575757,5.151515151515151,340,767,0.352,6.5,1.82,1.06,0.373,0.725,0.749,0.315794499618029,31.97651259645506,0.2844145332416383,2.0005871466358456,2.285001679877484,0.0738871041762276,109.53133669442398,0.1115355233002291,0.2684594348222425,2.8573853989813243,-0.2726971502947014,0.7427728318001005,3.58,American Athletic,4.08,16,46.12870000000001,48,18,0.3713818181818181,24.511199999999995,10.0,0,5,0.7623846680058751,98.67114093959732,23.49,7,1,36,0.6260651515151515,41.3203,6.97,11,12,10.0,0.6216318181818178,41.027699999999975,11,10.0,10,-0.018975032938076453,20,0.9439252336448599,0.9378684706895197,0.8213700410152528,0.9210057736295972,13,16,0.918471829519611,12,10-9,7-2,14-4,17-3,13,13,0.7272727272727273,66.0,0.028353030303030158,77.0,0.0,,0.0,,48.0,18.0,48-18,,,0.45108521813656266,12,95,95,95,96,62,55,70,55,97,54,98,96,61,62,91,24,61,95,81,97,97,96,98
13,Rice,62,2156,631,0.293,10.17741935483871,34.774193548387096,0.2926716141001855,212,3.419354838709677,573.1,166,2.61,196,1720,686,57,0.977,11.064516129032258,0.9193548387096774,5.548387096774194,344,831,0.385,7.5,3.01,1.19,0.363,0.748,0.737,0.3249394673123486,85.22035468935151,0.7579909575363064,1.6393814057916285,2.3973723633279347,0.0927643784786641,126.83702629048994,0.0855528652138821,0.2774223034734918,3.0779968591868783,-0.1149610183441968,0.7509535033243745,2.49,Conference USA,4.42,20,43.06800000000002,42,20,0.33830967741935486,20.9752,10.0,0,14,0.7682749324676974,95.68120805369128,21.02,15,1,16,0.5913596774193546,36.66429999999998,5.62,15,11,13.7,0.5866967741935484,36.3752,15,13.7,14,-0.03549927536231886,23,0.9792315680166148,0.9191279344220045,0.8870067717234507,0.9202957256024287,14,20,0.9137798566104309,14,8-10,13-7,12-3,9-0,6,6,0.6774193548387096,62.0,-0.017225806451613312,169.0,0.0,,0.0,,42.0,20.0,42-20,,,0.4597651461228518,8,95,97,94,95,80,73,89,71,94,88,92,95,79,80,93,55,79,40,91,95,91,97,89
14,Texas Tech,66,2202,627,0.285,9.5,33.36363636363637,0.2847411444141689,260,3.939393939393939,587.2,203,3.11,228,1763,810,51,0.981,12.272727272727272,0.7727272727272727,5.863636363636363,387,894,0.406,6.5,3.02,1.25,0.375,0.781,0.725,0.3386989992301771,176.03488933031747,1.565739251023767,1.6270645078781574,3.192803758901925,0.1212534059945504,152.87519245099034,0.1000769822940723,0.2673533363188535,3.4945504087193457,0.1283742821464933,0.7241486499925258,2.16,Big 12,4.49,17,46.506099999999996,45,21,0.36596515151515185,24.153700000000022,10.0,0,12,0.7273902080361677,96.34563758389261,20.85,16,1,35,0.6027136363636363,39.77909999999999,5.51,16,15,15.7,0.5983590909090911,39.491700000000016,16,15.7,15,-0.04070230566534918,25,0.9865005192107997,0.913227054031151,0.8321202459653833,0.9083619131150711,15,17,0.8997230123295843,16,11-17,10-3,11-0,13-1,4,4,0.6818181818181818,66.0,-0.02281969696969699,178.0,0.0,,0.0,,45.0,21.0,45-21,,,0.4507879800567396,13,94,98,94,93,93,89,81,84,94,54,85,86,92,93,97,87,92,80,78,91,72,93,76
15,Indiana,59,2071,612,0.296,10.372881355932204,35.101694915254235,0.2955094157411878,196,3.3220338983050848,534.0,138,2.33,177,1602,665,62,0.973,11.271186440677964,1.0508474576271187,6.271186440677966,370,898,0.434,6.9,2.85,1.2,0.366,0.8,0.794,0.3367831876820641,151.65808048144632,1.348920150136545,1.0186297345606767,2.367549884697222,0.1380975374215355,149.24976247852626,0.0815647107781939,0.2719885277246654,2.98314606741573,-0.0263732456557477,0.7613598697027538,2.43,Big Ten,3.9,11,41.83030000000001,44,15,0.40374576271186435,23.820999999999998,10.0,0,9,0.7193041793326121,97.34228187919463,20.18,18,1,68,0.6522830508474579,38.48470000000001,5.77,14,16,16.0,0.648042372881356,38.234500000000004,14,16.0,16,-0.025466224514861233,21,0.9252336448598132,0.9305066559665853,0.7571388342412199,0.9039900883759092,16,11,0.901641430591291,15,8-9,9-1,11-2,16-3,21,21,0.7457627118644068,59.0,0.0367745762711863,61.0,0.0,,0.0,,44.0,15.0,44-15,,,0.43775818295918145,17,94,92,95,99,90,93,92,90,84,68,92,97,91,90,92,95,91,28,88,96,86,98,87
16,Miami (FL),63,2106,541,0.257,8.587301587301587,33.42857142857143,0.2568850902184235,267,4.238095238095238,580.2,190,2.94,234,1742,773,73,0.972,12.26984126984127,1.1587301587301588,5.26984126984127,332,746,0.354,8.2,3.21,1.25,0.35,0.704,0.655,0.3069683620344413,-22.94596664904381,-0.2040924999116212,1.817848058627447,1.613755558715826,0.097340930674264,92.82899257913354,0.1069283139767721,0.2428235294117647,3.629782833505688,-0.2065111601011534,0.7101091505524534,2.56,ACC,3.55,28,41.20680000000003,44,19,0.3632952380952381,22.887600000000003,10.0,0,17,0.7112635012342639,94.68456375838926,21.11,14,1,33,0.6200619047619049,39.06390000000001,5.22,17,17,16.0,0.6155539682539679,38.77989999999998,17,16.0,16,-0.042214354727398186,26,0.8888888888888888,0.9115122032344803,0.8374190982355085,0.8981518234730075,17,28,0.8991759221803257,17,13-10,8-2,6-3,17-4,27,27,0.6984126984126984,63.0,0.04433650793650745,52.0,0.0,,0.0,,44.0,19.0,44-19,,,0.4414371191875392,15,94,90,94,85,43,40,28,61,96,96,85,90,45,43,83,60,45,92,25,89,95,90,92
17,South Carolina,62,2097,589,0.281,9.5,33.82258064516129,0.2808774439675727,242,3.903225806451613,556.0,150,2.43,183,1668,620,59,0.975,10.0,0.9516129032258064,5.32258064516129,330,782,0.373,7.7,2.53,1.12,0.361,0.734,0.746,0.3187724306688417,47.65615532458664,0.4238768418490992,1.5460549061904505,1.9699317480395493,0.0920362422508345,115.1666928953937,0.098694942903752,0.2625882352941176,2.962230215827338,-0.2947556827573007,0.7472396101266624,3.03,SEC,4.03,22,43.92999999999999,44,18,0.3985677419354839,24.7112,10.0,0,15,0.6782212363493441,95.3489932885906,19.29,21,1,62,0.6424387096774188,39.83119999999997,4.43,18,20,19.7,0.6381983870967748,39.568300000000036,18,19.7,19,-0.05177669471715753,27,0.9387331256490135,0.9006673260667688,0.7674154098563819,0.8844794887219664,18,22,0.8784812793435441,18,13-16,7-0,1-1,23-1,15,15,0.7096774193548387,62.0,0.0011290322580647105,124.0,0.0,,0.0,,44.0,18.0,44-18,,,0.4331986287650359,21,93,94,93,95,69,63,75,63,92,92,96,96,68,69,88,53,68,78,69,96,98,96,97
18,Oregon,64,2063,537,0.26,8.390625,32.234375,0.2603005332040717,238,3.71875,576.1,196,3.06,230,1729,680,59,0.976,10.625,0.921875,5.75,368,794,0.385,7.7,3.0,1.18,0.361,0.746,0.703,0.3203801520608244,58.31260107945965,0.5186604126417141,1.7163821370050256,2.23504254964674,0.1245758603974794,118.20910138677507,0.0952380952380952,0.2426858513189448,3.5931261933692067,-0.1557913392958154,0.698521601764277,2.58,Pac-12,3.97,12,44.5094,44,20,0.3718359374999998,23.79749999999999,10.0,0,26,0.6940232632296242,91.69463087248322,20.2,17,1,37,0.6297281249999997,40.302599999999984,3.99,19,18,18.0,0.6252140624999999,40.01369999999999,19,18.0,18,-0.06278521286231885,30,0.9325025960539981,0.8881823038639761,0.8204687716474496,0.8824427524761581,19,12,0.8769082026557163,19,4-12,18-7,10-0,12-1,20,20,0.6875,64.0,-0.00795937499999999,148.0,0.0,,0.0,,44.0,20.0,44-20,,,0.437417532997734,18,93,93,93,92,72,71,33,81,95,92,93,88,71,72,90,89,71,68,25,89,94,86,93
19,Pepperdine,61,2076,583,0.281,9.557377049180328,34.032786885245905,0.2808285163776493,166,2.721311475409836,546.2,155,2.55,188,1640,674,64,0.973,11.049180327868852,1.0491803278688523,5.377049180327869,328,822,0.396,6.6,3.18,1.21,0.343,0.7390000000000001,0.735,0.3170750317931327,36.138485606923446,0.321433129549351,1.0405999763455802,1.362033105894931,0.1151252408477842,111.9545811585772,0.0703688003391267,0.2593646277856804,3.097766385939216,0.1575420283130185,0.753130096150926,2.08,West Coast,4.0,15,43.55440000000002,43,18,0.38352459016393425,23.39499999999999,10.0,0,22,0.6872452709093301,93.02348993288591,19.61,20,1,46,0.6472245901639342,39.480699999999985,3.79,20,19,19.7,0.6427459016393442,39.207499999999996,20,19.7,19,-0.06252468519838442,29,0.9356178608515058,0.8884777744827981,0.7972708494822447,0.8794967668726105,20,15,0.8732920934277575,20,9-5,12-7,11-3,11-3,19,19,0.7049180327868853,61.0,-0.009088524590164293,153.0,0.0,,0.0,,43.0,18.0,43-18,,,0.43432350158427274,20,93,93,93,94,64,67,75,65,85,58,91,96,64,64,77,81,64,8,62,95,69,97,69
20,Washington,59,1925,537,0.279,9.101694915254235,32.6271186440678,0.2789610389610389,181,3.067796610169492,529.1,183,3.11,208,1588,705,43,0.982,11.94915254237288,0.7288135593220338,5.491525423728813,324,728,0.378,5.8,2.94,1.23,0.366,0.744,0.692,0.3241031291317761,73.43084911435126,0.6531294059474972,0.7230331660693903,1.3761625720168875,0.0992207792207792,125.25436253112892,0.0797708241516086,0.2621857362750128,3.538083538083538,0.2644428025322826,0.716806650572676,1.96,Pac-12,4.01,13,41.59889999999999,41,17,0.4069724137931036,23.60440000000001,10.0,0,25,0.6533587039955078,92.02684563758389,17.4,22,1,70,0.6527465517241379,37.8593,3.39,22,22,22.0,0.6484948275862072,37.61270000000002,22,22.0,22,-0.06484065467266367,31,0.936656282450675,0.8858511784299882,0.7507350507779795,0.8706520822625812,21,13,0.8633547460603724,21,12-10,3-1,12-3,14-3,18,18,0.7068965517241379,58.0,-0.010325862068965463,158.0,0.0,,0.0,,41.0,17.0,41-17,,,0.4267948777329074,27,92,93,92,90,76,70,71,69,78,26,90,86,77,76,77,62,77,24,68,91,58,91,63
21,Arkansas,65,2101,552,0.263,8.492307692307692,32.323076923076925,0.2627320323655402,219,3.3692307692307693,575.1,168,2.63,206,1726,723,73,0.971,11.123076923076924,1.123076923076923,4.969230769230769,323,746,0.355,6.8,3.29,1.13,0.351,0.706,0.695,0.3072767320784942,-21.078705320253288,-0.1874841766097551,1.4380609638785962,1.250576787268841,0.0923369823893384,93.41254371255296,0.0877052462955546,0.245203556387459,3.223787167449139,0.1553034149783529,0.7224971355948311,2.07,SEC,3.75,24,41.50609999999996,40,25,0.3551507692307692,23.084799999999998,10.0,0,29,0.6006339037146619,90.69798657718121,16.92,25,1,26,0.5902000000000001,38.36300000000001,1.92,23,28,25.3,0.5858476923076922,38.080099999999995,23,25.3,24,-0.0946985061315496,35,0.9096573208722742,0.8519886790929883,0.8535830446052939,0.8579687560671301,22,24,0.8522541361967648,22,13-17,9-3,2-3,16-2,22,22,0.6153846153846154,65.0,-0.02317076923076855,180.0,0.0,,0.0,,40.0,25.0,40-25,,,0.43107841176724015,23,92,92,92,90,44,42,39,49,92,64,96,94,45,44,75,53,45,47,28,94,69,93,68
