,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OBP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Conference,Rating,ELO_Rank,expected_wins,Wins,Losses,avg_expected_wins,total_expected_wins,rem_avg_expected_wins,rem_total_expected_wins,RPI,KPI_Score,Norm_RPI,wins_above_expected,SOR,RemSOS,SOS,bubble_expected_wins,bubble_total_expected_wins,wins_above_bubble,Prelim_WAB,KPI,Prelim_AVG,final_bubble_expected_wins,final_bubble_total_expected_wins,WAB,AVG,Resume,resume_quality,RQI,Norm_Rating,Norm_RQI,Norm_SOS,NET_Score,NET,combined_rank,Norm_Resume,aRQI,Q1,Q2,Q3,Q4,Rating Rank,PRR,win_percentage,completed_games,wpoe_pct,WPOE,Remaining_Wins,Games_Remaining,Remaining_Losses,Remaining_RQ,Projected_Wins,Projected_Losses,Projected_Record,Projected_RQ,Projected_Norm_RQI,Projected_NET_Score,Projected_NET,pNET_Score,pRating,pResume_Quality,pPYTHAG,poWAR_z,pOPS,pBA,pRPG,ppWAR_z,pKP9,pWHIP,pERA,pwOBA,pwRAA,pfWAR,pISO,pwRC+,pBB%,pBABIP,pRA9,pFIP,pLOB%,pK/BB
10,Southern Miss.,66,2332,716,0.307,10.848484848484848,35.333333333333336,0.307032590051458,356,5.393939393939394,595.0,275,4.16,316,1785,656,69,0.973,9.93939393939394,1.0454545454545454,8.242424242424242,544,1160,0.497,8.8,3.25,1.37,0.412,0.909,0.73,0.3799721157197629,344.237790683299,2.82571522832727,1.9902910982194475,4.816006326546718,0.1903945111492281,184.3931199541308,0.1240850470547229,0.2655918540517607,4.779831932773109,0.5543385255634776,0.6974094011801297,2.71,Conference USA,4.24,11,48.272999999999996,50,16,0.38998939393939375,25.739299999999986,10.0,0,11,0.8221876474919964,96.67785234899328,24.26,7,1,55,0.6388969696969693,42.16719999999997,8.34,9,8,8.0,0.6312030303030303,41.6594,9,8.0,8,0.032116666666666654,12,0.9463753723932473,0.8722974662190144,0.7959417053872206,0.8682195798388787,11,11,0.8596317272611547,11,11-7,10-2,14-6,15-1,12,12,0.7575757575757576,66.0,0.02616666666666667,78.0,0.0,,0.0,,50.0,16.0,50-16,,,0.42938118906539047,16,96,95,96,96,98,97,93,98,97,88,77,73,97,98,99,97,97,95,81,77,88,80,91
11,Long Beach St.,63,2108,569,0.27,9.031746031746032,33.46031746031746,0.2699240986717267,199,3.1587301587301586,565.1,193,3.07,220,1696,675,50,0.979,10.714285714285714,0.7936507936507936,4.9523809523809526,312,795,0.377,7.1,2.44,1.12,0.354,0.731,0.655,0.3133052208835342,-84.15399468843383,-0.6907876786092142,1.587134214968036,0.8963465363588219,0.1072106261859582,76.22861782230054,0.0799196787148594,0.2530516431924882,3.503804636347549,0.5518299156155508,0.7490664529136138,2.92,Big West,4.24,13,42.38669999999998,42,20,0.33406290322580645,20.7119,10.0,0,14,0.7414298815368132,95.68120805369128,21.29,13,1,19,0.584654838709677,36.248599999999975,6.25,13,14,13.3,0.5765887096774194,35.7485,13,13.3,13,0.005141788856304924,15,0.9463753723932473,0.8473367703600551,0.9140872645325131,0.8671180939159799,12,13,0.8584092071387145,12,14-10,9-8,11-1,8-1,13,13,0.6774193548387096,62.0,-0.006237096774193374,151.0,0.0,,0.0,,42.0,20.0,42-20,,,0.44083701392038244,11,95,95,95,88,27,31,45,25,94,36,98,97,30,27,70,26,30,10,61,97,89,97,93
12,Kentucky,66,2235,706,0.316,10.696969696969695,33.86363636363637,0.3158836689038031,310,4.696969696969697,576.2,247,3.85,281,1730,613,67,0.972,9.287878787878787,1.0151515151515151,7.333333333333333,484,1093,0.489,9.1,3.39,1.24,0.416,0.905,0.73,0.3810887096774193,334.3463015504113,2.744519809840085,1.748973707042196,4.493493516882281,0.1731543624161073,186.20475119644388,0.1136363636363636,0.2797171895713654,4.389101006594932,0.5411860859254931,0.6998341272679547,2.69,SEC,4.29,10,43.989200000000025,43,23,0.3264469696969697,21.5455,10.0,0,9,0.7963652729916921,97.34228187919463,21.45,12,1,11,0.5642545454545457,37.240800000000014,6.28,12,12,12.0,0.556362121212121,36.71989999999999,12,12.0,12,0.0,16,0.9513406156901688,0.8425789127447034,0.9301760395244187,0.8664384957623102,13,10,0.857109346718042,13,18-17,3-3,11-3,11-0,11,11,0.6515151515151515,66.0,-0.014987878787879216,168.0,0.0,,0.0,,43.0,23.0,43-23,,,0.4425510148336559,9,95,96,95,96,98,97,95,93,95,92,94,82,98,98,99,92,98,86,95,87,89,83,90
13,Wake Forest,63,2250,693,0.308,11.0,35.714285714285715,0.308,306,4.857142857142857,564.1,258,4.11,311,1693,599,51,0.978,9.507936507936508,0.8095238095238095,7.634920634920635,481,1146,0.509,8.9,3.83,1.35,0.401,0.91,0.69,0.3817100371747212,333.54437521578654,2.7379371059154294,1.3796028786793686,4.1175399845947975,0.2013333333333333,187.21283143734257,0.1137546468401487,0.2577953447518665,4.961886190391774,0.7407181090486576,0.6801899248659716,2.33,ACC,4.04,16,43.22739999999998,43,20,0.35906666666666687,22.621200000000012,10.0,0,10,0.7636368611997247,97.01006711409396,20.38,14,1,29,0.6062460317460316,38.19349999999999,5.29,14,13,13.7,0.5984952380952383,37.70520000000001,14,13.7,14,-0.010484632034632076,18,0.926514399205561,0.8328771556783924,0.8612664353554129,0.8463904311477459,14,16,0.8375863118923278,14,10-10,7-2,16-6,10-2,16,16,0.6825396825396826,63.0,-0.003609523809523507,140.0,0.0,,0.0,,43.0,20.0,43-20,,,0.42738374392469053,17,95,94,95,93,97,98,93,95,91,90,80,75,98,97,98,98,98,87,71,72,75,68,76
14,Texas,63,2018,508,0.252,8.063492063492063,32.03174603174603,0.2517343904856293,303,4.809523809523809,560.1,196,3.15,215,1681,673,43,0.982,10.682539682539682,0.6825396825396826,5.095238095238095,321,780,0.387,7.6,3.66,1.25,0.359,0.746,0.676,0.3196881328473066,-47.09166641420924,-0.386557323209069,1.212068994685476,0.8255116714764069,0.1347869177403369,86.58464979902256,0.1227217496962333,0.2228739002932551,3.4547402249598287,0.8531317359656272,0.7803857591809555,2.08,Big 12,3.83,18,39.912200000000006,39,24,0.31227301587301576,19.673199999999994,10.0,0,17,0.6916102313040059,94.68456375838926,19.33,16,1,3,0.5634380952380953,35.4966,4.03,17,18,17.0,0.5551111111111111,34.972,17,17.0,16,-0.032759235209235266,23,0.9056603773584906,0.8122657705544639,0.960118731770327,0.8436095429997453,15,18,0.8367913203035131,15,9-14,12-9,8-1,10-0,19,19,0.6190476190476191,63.0,-0.014479365079365203,165.0,0.0,,0.0,,39.0,24.0,39-24,,,0.4349721006768988,13,94,93,94,91,36,42,12,31,90,52,92,96,38,36,68,61,38,94,7,98,67,98,64
15,Clemson,63,2156,609,0.282,9.666666666666666,34.22222222222222,0.2824675324675325,302,4.7936507936507935,569.2,227,3.59,276,1709,619,71,0.97,9.825396825396826,1.126984126984127,6.142857142857143,387,961,0.446,8.9,2.26,1.24,0.381,0.827,0.65,0.3512346153846154,139.6091557626938,1.1459977031269526,2.1966400900430023,3.342637793169955,0.1632653061224489,137.76761828796722,0.1161538461538461,0.2449725776965265,4.364019676739283,0.0172858139746096,0.6870575902351317,3.93,ACC,4.3,19,44.43539999999997,42,21,0.3566428571428569,22.468499999999985,10.0,0,15,0.7160140018899285,95.3489932885906,19.53,15,1,27,0.6056253968253967,38.154399999999995,4.34,16,15,15.3,0.5977999999999999,37.66139999999999,16,15.3,15,-0.025940187590187652,21,0.9523336643495531,0.8185756480213203,0.8663867697049924,0.8389636909717719,16,19,0.8265064600508392,17,9-16,9-1,6-1,18-3,10,10,0.6666666666666666,63.0,-0.0386571428571425,207.0,0.0,,0.0,,42.0,21.0,42-21,,,0.42715185492095664,18,94,96,94,86,87,85,67,74,98,90,94,91,86,87,96,85,86,89,44,89,99,73,99
16,Cal St. Fullerton,63,2109,563,0.267,8.936507936507937,33.476190476190474,0.2669511616880038,250,3.968253968253968,561.1,227,3.64,246,1684,649,47,0.98,10.301587301587302,0.746031746031746,5.444444444444445,343,842,0.399,7.5,2.55,1.25,0.356,0.755,0.648,0.3240530759951749,-22.39408781265793,-0.1838244279662597,1.594349727324237,1.410525299357977,0.1322901849217638,93.66660409707023,0.1005227181342983,0.2427230046948356,3.945820709320977,0.4916041442066437,0.7332584450982473,2.94,Big West,4.07,15,41.75179999999999,39,24,0.3222063492063494,20.29900000000001,10.0,0,25,0.7044869510792995,92.02684563758389,18.7,18,1,8,0.5748063492063489,36.21279999999998,3.31,19,16,17.7,0.5665873015873014,35.694999999999986,19,17.7,17,-0.04379256854256859,26,0.929493545183714,0.8020562830609539,0.9391344145734292,0.8351600107571784,17,15,0.8247945258818574,18,10-12,11-8,12-3,6-1,15,15,0.6190476190476191,63.0,-0.043679365079364874,214.0,0.0,,0.0,,39.0,24.0,39-24,,,0.43165879241475685,14,94,94,93,85,47,48,40,42,94,49,92,89,48,47,79,57,48,59,38,95,90,93,93
17,Mississippi St.,67,2282,648,0.284,9.671641791044776,34.059701492537314,0.2839614373356705,223,3.328358208955224,599.1,329,4.94,353,1798,647,49,0.98,9.656716417910449,0.7313432835820896,5.567164179104478,373,971,0.426,8.4,5.36,1.5,0.363,0.7889999999999999,0.525,0.332910920611256,30.66169249842618,0.2516900054671819,1.1805695461158257,1.4322595515830074,0.1415425065731814,108.03812020282504,0.0831159150204994,0.2549783549783549,5.302954431647471,1.3478476634544752,0.6846496014064339,1.57,SEC,3.59,22,40.158999999999985,40,27,0.3146014925373132,21.078299999999984,10.0,0,21,0.6343273341726346,93.35570469798658,18.92,17,1,5,0.5510238805970149,36.9186,3.62,18,21,18.7,0.5430223880597012,36.38249999999998,18,18.7,19,-0.041568995929443714,24,0.881827209533267,0.8041138241592569,0.9551997895311468,0.8343883042997444,18,22,0.8291756580896675,16,16-18,6-6,6-1,12-2,23,23,0.5970149253731343,67.0,-0.002373134328358062,134.0,0.0,,0.0,,40.0,27.0,40-27,,,0.4298519710071392,15,93,92,93,53,65,68,70,48,89,80,50,47,64,65,80,69,64,15,63,62,33,71,30
18,Houston,63,2122,616,0.29,9.77777777777778,33.682539682539684,0.2902921771913289,272,4.317460317460317,556.2,212,3.43,264,1670,738,68,0.973,11.714285714285714,1.0793650793650793,6.396825396825397,403,950,0.448,7.2,2.28,1.26,0.386,0.8340000000000001,0.684,0.3502874902874902,132.589503722385,1.0883760874743351,1.548397512979983,2.636773600454318,0.1573986804901036,136.23094382849567,0.1056721056721056,0.2593283582089552,4.271844660194175,0.4707642670160873,0.7053414397657772,3.16,American Athletic,4.11,25,44.63509999999998,42,21,0.3766730158730159,23.7304,10.0,0,19,0.6690354951716723,94.02013422818791,18.27,19,1,42,0.6233079365079364,39.26839999999999,3.22,20,20,19.7,0.6155190476190477,38.77770000000001,20,19.7,20,-0.04350367965367969,25,0.9334657398212513,0.802323600961086,0.8240727558495036,0.8185575576105835,19,25,0.8059313067238194,22,8-11,12-5,13-4,9-1,14,14,0.6666666666666666,63.0,-0.041826984126983824,209.0,0.0,,0.0,,42.0,21.0,42-21,,,0.41492185721834035,21,93,95,93,92,87,87,80,79,93,41,91,94,85,87,91,83,85,75,73,91,91,86,98
19,Virginia,59,2061,662,0.321,11.220338983050848,34.932203389830505,0.3212032993692382,255,4.322033898305085,523.0,238,4.1,279,1569,571,58,0.974,9.677966101694915,0.9830508474576272,7.779661016949152,459,986,0.478,8.3,4.03,1.32,0.405,0.883,0.713,0.3679855537720706,230.10033337732423,1.888804871704725,0.7379185910006093,2.626723462705334,0.1572052401746725,164.94537893470192,0.1023274478330658,0.2861904761904762,4.801147227533461,0.8435614444610311,0.6760019295253914,2.06,ACC,3.7,14,41.65919999999999,43,16,0.4325186440677966,25.5186,10.0,0,16,0.6703715687825808,95.01677852348993,17.48,20,1,92,0.6581728813559323,38.83220000000001,4.57,15,19,18.0,0.6513237288135593,38.42809999999999,15,18.0,18,-0.013787134052388364,19,0.8927507447864945,0.8298212475471922,0.7060980200005846,0.8175603046713187,20,14,0.809298289147481,21,6-9,4-2,12-4,21-1,22,22,0.7288135593220338,59.0,0.0227254237288137,83.0,0.0,,0.0,,43.0,16.0,43-16,,,0.4000909956796448,27,93,92,94,94,94,94,98,96,76,77,85,75,94,94,91,82,94,66,96,76,69,66,62
20,Vanderbilt,62,2141,599,0.28,9.661290322580646,34.53225806451613,0.2797758056982718,287,4.629032258064516,558.2,230,3.71,271,1676,638,58,0.976,10.290322580645162,0.935483870967742,6.596774193548387,409,900,0.42,8.8,3.66,1.24,0.373,0.7929999999999999,0.68,0.3388069073783359,63.77273722658971,0.5234857985103553,1.3821710857697196,1.905656884280075,0.1405885100420364,117.60413456128131,0.1126373626373626,0.2533518261673601,4.369401648154783,0.6613668449463286,0.6987870790529583,2.4,SEC,3.25,17,35.6747,36,25,0.3181737704918031,19.40859999999999,10.0,0,18,0.6970063182739664,94.35234899328859,16.59,22,1,7,0.5642032786885246,34.4164,2.08,25,17,21.3,0.5560934426229507,33.921699999999994,24,21.0,21,-0.061789940387481423,31,0.8480635551142005,0.7854027535050608,0.9476532982178079,0.8158555966458217,21,17,0.8123165452440921,20,12-16,9-3,4-3,11-3,30,30,0.5901639344262295,61.0,0.005332786885245855,121.0,0.0,,0.0,,36.0,25.0,36-25,,,0.4207324926361427,19,92,89,91,92,74,71,63,82,92,88,94,87,72,74,85,68,72,85,62,88,81,81,80
21,Baylor,57,1913,565,0.295,9.912280701754383,33.56140350877193,0.2953476215368531,233,4.087719298245614,501.2,252,4.52,287,1505,515,58,0.972,9.035087719298245,1.0175438596491229,6.035087719298246,344,849,0.444,7.9,4.56,1.55,0.38,0.8240000000000001,0.582,0.3536648745519714,132.36153799855973,1.0865048047889825,0.2568689653533128,1.3433737701422952,0.1484579194981704,141.71062138619345,0.1043906810035842,0.265770423991727,5.153631284916201,1.0591668206753893,0.6975101516470846,1.73,Big 12,2.83,33,31.46419999999999,34,23,0.3259333333333333,18.5782,10.0,0,24,0.6138889060354961,92.35906040268456,15.42,28,1,10,0.5665526315789474,32.2935,2.17,22,23,24.3,0.5584789473684211,31.8333,22,24.3,24,-0.057777113237639635,29,0.8063555114200597,0.7891159476379846,0.9312611041262717,0.8120671032306316,22,33,0.8126946982992588,19,12-11,11-8,2-3,9-1,48,48,0.5964912280701754,57.0,0.04448771929824569,51.0,0.0,,0.0,,34.0,23.0,34-23,,,0.4150759530228576,20,92,83,92,71,86,84,86,68,58,65,42,59,88,86,79,78,88,72,82,66,50,80,40
